word,Pleasantness,P_Deviation,Activation,A_Deviation,Imagery,I_Deviation,Words found from dictionary
passage,1.75000,0.10000,1.50000,0.17000,2.20000,0.68000,1
passages,1.14290,0.70710,1.28570,0.38430,2.00000,0.48000,1
passed,1.66670,0.18330,2.11110,0.44110,2.00000,0.48000,1
passenger,1.16670,0.68330,1.33330,0.33670,2.60000,1.08000,1
passengers,1.62500,0.22500,1.37500,0.29500,2.60000,1.08000,1
passes,2.00000,0.15000,2.10000,0.43000,2.00000,0.48000,1
passing,1.80000,0.05000,2.30000,0.63000,1.60000,0.08000,1
passion,2.77780,0.92780,2.44440,0.77440,1.60000,0.08000,1
passionate,2.88890,1.03890,2.55560,0.88560,1.60000,0.08000,1
passions,2.62500,0.77500,2.50000,0.83000,1.40000,0.12000,1
passive,1.80000,0.05000,1.10000,0.57000,1.60000,0.08000,1
past,1.60000,0.25000,1.40000,0.27000,1.80000,0.28000,1
paste,1.44440,0.40560,2.00000,0.33000,2.60000,1.08000,1
pastor,1.55560,0.29440,1.22220,0.44780,2.40000,0.88000,1
pasture,1.88890,0.03890,1.22220,0.44780,2.40000,0.88000,1
pat,1.80000,0.05000,1.70000,0.03000,1.80000,0.28000,1
patch,1.50000,0.35000,1.80000,0.13000,2.80000,1.28000,1
patched,1.40000,0.45000,1.80000,0.13000,2.20000,0.68000,1
patches,1.44440,0.40560,1.77780,0.10780,2.60000,1.08000,1
patent,1.45450,0.39550,1.45450,0.21550,1.60000,0.08000,1
patents,1.25000,0.60000,1.25000,0.42000,1.60000,0.08000,1
path,1.42860,0.42140,1.42860,0.24140,2.60000,1.08000,1
pathetic,1.12500,0.72500,1.62500,0.04500,1.60000,0.08000,1
pathology,1.00000,0.85000,1.71430,0.04430,1.20000,0.32000,1
paths,1.92310,0.07310,1.38460,0.28540,2.40000,0.88000,1
patience,2.12500,0.27500,1.87500,0.20500,1.60000,0.08000,1
patient,1.62500,0.22500,1.87500,0.20500,2.20000,0.68000,1
patient�s,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
patients,1.60000,0.25000,1.90000,0.23000,2.20000,0.68000,1
patriot,2.00000,0.15000,1.90000,0.23000,1.60000,0.08000,1
patriotic,2.18180,0.33180,2.09090,0.42090,1.60000,0.08000,1
patrol,1.20000,0.65000,2.70000,1.03000,2.00000,0.48000,1
patrolman,1.14290,0.70710,2.28570,0.61570,2.00000,0.48000,1
patronage,1.25000,0.60000,1.50000,0.17000,1.60000,0.08000,1
pattern,1.62500,0.22500,1.50000,0.17000,2.80000,1.28000,1
patterns,1.62500,0.22500,1.62500,0.04500,2.80000,1.28000,1
pause,1.64290,0.20710,1.21430,0.45570,1.60000,0.08000,1
paused,1.80000,0.05000,1.30000,0.37000,1.40000,0.12000,1
pavement,1.25000,0.60000,1.25000,0.42000,3.00000,1.48000,1
pay,1.88890,0.03890,2.33330,0.66330,2.00000,0.48000,1
paycheck,2.28570,0.43570,2.14290,0.47290,3.00000,1.48000,1
paying,1.71430,0.13570,2.57140,0.90140,2.40000,0.88000,1
payment,1.16670,0.68330,1.83330,0.16330,2.00000,0.48000,1
payments,1.33330,0.51670,2.08330,0.41330,2.00000,0.48000,1
payroll,1.90000,0.05000,2.00000,0.33000,2.00000,0.48000,1
pays,2.22220,0.37220,2.33330,0.66330,2.00000,0.48000,1
peace,2.80000,0.95000,1.90000,0.23000,1.60000,0.08000,1
peaceful,2.90000,1.05000,1.70000,0.03000,2.00000,0.48000,1
peak,1.85710,0.00710,2.14290,0.47290,2.60000,1.08000,1
peas,1.45450,0.39550,1.45450,0.21550,2.80000,1.28000,1
peasants,1.50000,0.35000,1.37500,0.29500,1.80000,0.28000,1
peculiar,1.44440,0.40560,1.55560,0.11440,1.40000,0.12000,1
peddling,1.53850,0.31150,2.46150,0.79150,2.20000,0.68000,1
peeking,1.75000,0.10000,1.87500,0.20500,1.80000,0.28000,1
peered,1.28570,0.56430,2.14290,0.47290,2.20000,0.68000,1
pelicans,2.10000,0.25000,1.90000,0.23000,3.00000,1.48000,1
pen,1.81820,0.03180,1.63640,0.03360,3.00000,1.48000,1
penalty,1.18180,0.66820,2.18180,0.51180,1.60000,0.08000,1
pencil,1.70000,0.15000,1.40000,0.27000,3.00000,1.48000,1
pending,1.60000,0.25000,1.80000,0.13000,1.20000,0.32000,1
penetrating,1.80000,0.05000,2.80000,1.13000,2.20000,0.68000,1
penetration,1.45450,0.39550,2.81820,1.14820,2.40000,0.88000,1
penny,2.12500,0.27500,1.37500,0.29500,3.00000,1.48000,1
pension,2.11110,0.26110,1.44440,0.22560,1.80000,0.28000,1
pensive,1.62500,0.22500,1.50000,0.17000,1.20000,0.32000,1
pentagon,1.42860,0.42140,2.14290,0.47290,3.00000,1.48000,1
people,2.28570,0.43570,2.42860,0.75860,3.00000,1.48000,1
people�s,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
peoples,2.11110,0.26110,2.33330,0.66330,1.80000,0.28000,1
pepper,2.00000,0.15000,1.62500,0.04500,2.80000,1.28000,1
per,1.77780,0.07220,1.44440,0.22560,1.60000,0.08000,1
perceive,1.85710,0.00710,1.85710,0.18710,1.60000,0.08000,1
perceived,1.90000,0.05000,2.20000,0.53000,1.20000,0.32000,1
percent,1.42860,0.42140,1.85710,0.18710,1.80000,0.28000,1
percentage,2.00000,0.15000,1.66670,0.00330,1.80000,0.28000,1
perception,2.09090,0.24090,2.00000,0.33000,1.40000,0.12000,1
perch,1.88890,0.03890,1.66670,0.00330,2.60000,1.08000,1
perfect,2.66670,0.81670,2.00000,0.33000,1.60000,0.08000,1
perfection,2.87500,1.02500,2.00000,0.33000,2.00000,0.48000,1
perfectly,2.66670,0.81670,2.00000,0.33000,1.40000,0.12000,1
perform,1.88890,0.03890,2.88890,1.21890,1.60000,0.08000,1
performance,2.22220,0.37220,2.66670,0.99670,2.20000,0.68000,1
performances,2.25000,0.40000,2.83330,1.16330,1.80000,0.28000,1
performed,2.10000,0.25000,2.50000,0.83000,1.60000,0.08000,1
performers,2.45450,0.60450,2.81820,1.14820,2.60000,1.08000,1
performing,2.00000,0.15000,2.88890,1.21890,2.40000,0.88000,1
perfume,2.33330,0.48330,1.55560,0.11440,2.40000,0.88000,1
perhaps,1.62500,0.22500,1.37500,0.29500,1.20000,0.32000,1
period,1.30000,0.55000,1.50000,0.17000,2.00000,0.48000,1
periods,1.42860,0.42140,1.71430,0.04430,1.80000,0.28000,1
permanent,1.90910,0.05910,1.54550,0.12450,1.40000,0.12000,1
permanently,2.12500,0.27500,2.12500,0.45500,1.20000,0.32000,1
permission,2.10000,0.25000,1.80000,0.13000,1.40000,0.12000,1
permit,1.87500,0.02500,2.00000,0.33000,1.80000,0.28000,1
permits,1.87500,0.02500,2.12500,0.45500,2.20000,0.68000,1
permitted,2.28570,0.43570,1.92860,0.25860,1.20000,0.32000,1
perpetrator,1.33330,0.51670,2.41670,0.74670,2.60000,1.08000,1
persian,1.87500,0.02500,1.62500,0.04500,2.60000,1.08000,1
persisted,1.57140,0.27860,2.42860,0.75860,1.40000,0.12000,1
persistence,1.75000,0.10000,2.25000,0.58000,1.20000,0.32000,1
person,2.25000,0.40000,1.75000,0.08000,3.00000,1.48000,1
personal,2.14290,0.29290,2.00000,0.33000,1.20000,0.32000,1
personalities,2.44440,0.59440,2.44440,0.77440,1.60000,0.08000,1
personality,2.16670,0.31670,2.33330,0.66330,1.60000,0.08000,1
personally,2.12500,0.27500,1.75000,0.08000,1.60000,0.08000,1
personnel,1.90000,0.05000,1.90000,0.23000,2.80000,1.28000,1
persons,2.00000,0.15000,2.30000,0.63000,3.00000,1.48000,1
perspective,1.90000,0.05000,1.90000,0.23000,1.00000,0.52000,1
persuade,1.22220,0.62780,2.77780,1.10780,1.20000,0.32000,1
persuaded,1.37500,0.47500,2.50000,0.83000,1.40000,0.12000,1
pertinent,1.70000,0.15000,1.40000,0.27000,1.00000,0.52000,1
petition,1.60000,0.25000,2.10000,0.43000,2.40000,0.88000,1
petitioner,1.44440,0.40560,2.00000,0.33000,2.60000,1.08000,1
phase,1.77780,0.07220,1.33330,0.33670,1.20000,0.32000,1
phases,2.00000,0.15000,1.66670,0.00330,1.40000,0.12000,1
phenomena,2.20000,0.35000,2.10000,0.43000,1.60000,0.08000,1
phenomenon,2.10000,0.25000,2.20000,0.53000,1.80000,0.28000,1
philharmonic,2.00000,0.15000,1.90000,0.23000,1.40000,0.12000,1
philosopher,1.88890,0.03890,1.66670,0.00330,2.60000,1.08000,1
philosophic,2.00000,0.15000,1.63640,0.03360,1.80000,0.28000,1
philosophical,1.87500,0.02500,1.50000,0.17000,1.60000,0.08000,1
philosophy,1.71430,0.13570,1.42860,0.24140,1.40000,0.12000,1
phone,1.87500,0.02500,1.87500,0.20500,2.60000,1.08000,1
phoney,1.42860,0.42140,1.57140,0.09860,1.20000,0.32000,1
phoning,1.92310,0.07310,2.38460,0.71460,1.60000,0.08000,1
phony,1.25000,0.60000,1.37500,0.29500,1.40000,0.12000,1
photograph,2.25000,0.40000,1.87500,0.20500,2.60000,1.08000,1
photographic,2.20000,0.35000,2.10000,0.43000,1.40000,0.12000,1
photographs,2.20000,0.35000,2.00000,0.33000,2.80000,1.28000,1
phrase,1.80000,0.05000,1.80000,0.13000,2.60000,1.08000,1
phrases,1.90910,0.05910,1.81820,0.14820,2.00000,0.48000,1
physical,2.10000,0.25000,2.40000,0.73000,1.60000,0.08000,1
physically,2.00000,0.15000,2.42860,0.75860,1.60000,0.08000,1
physician,1.75000,0.10000,2.00000,0.33000,2.60000,1.08000,1
physics,1.75000,0.10000,2.25000,0.58000,2.00000,0.48000,1
physiological,2.00000,0.15000,1.87500,0.20500,1.60000,0.08000,1
pianist,2.14290,0.29290,2.35710,0.68710,3.00000,1.48000,1
piano,2.40000,0.55000,1.90000,0.23000,2.60000,1.08000,1
piazza,2.12500,0.27500,1.50000,0.17000,2.00000,0.48000,1
pick,1.66670,0.18330,2.11110,0.44110,2.20000,0.68000,1
picked,1.71430,0.13570,2.14290,0.47290,1.80000,0.28000,1
picking,1.57140,0.27860,2.28570,0.61570,2.20000,0.68000,1
pickup,1.50000,0.35000,2.00000,0.33000,2.00000,0.48000,1
picnic,2.58330,0.73330,1.75000,0.08000,3.00000,1.48000,1
picture,2.10000,0.25000,1.70000,0.03000,3.00000,1.48000,1
pictures,2.22220,0.37220,1.66670,0.00330,3.00000,1.48000,1
pie,2.50000,0.65000,1.80000,0.13000,2.80000,1.28000,1
piece,1.90000,0.05000,1.40000,0.27000,2.40000,0.88000,1
pieced,1.71430,0.13570,1.57140,0.09860,1.20000,0.32000,1
pieces,1.81820,0.03180,1.54550,0.12450,2.40000,0.88000,1
piety,1.87500,0.02500,1.75000,0.08000,1.20000,0.32000,1
pike,1.66670,0.18330,1.55560,0.11440,2.60000,1.08000,1
pile,1.84620,0.00380,1.69230,0.02230,2.40000,0.88000,1
piled,1.50000,0.35000,1.50000,0.17000,1.80000,0.28000,1
pill,1.28570,0.56430,1.42860,0.24140,2.80000,1.28000,1
pillory,1.60000,0.25000,1.40000,0.27000,1.20000,0.32000,1
pilot,1.81820,0.03180,2.27270,0.60270,3.00000,1.48000,1
pin,1.72730,0.12270,1.72730,0.05730,3.00000,1.48000,1
pine,2.20000,0.35000,1.50000,0.17000,3.00000,1.48000,1
pink,2.30000,0.45000,1.60000,0.07000,3.00000,1.48000,1
pint,1.90000,0.05000,1.60000,0.07000,2.80000,1.28000,1
pioneer,2.00000,0.15000,2.09090,0.42090,2.60000,1.08000,1
pious,1.75000,0.10000,1.75000,0.08000,1.20000,0.32000,1
pip,1.66670,0.18330,1.44440,0.22560,1.00000,0.52000,1
pipe,1.77780,0.07220,1.55560,0.11440,2.60000,1.08000,1
pirates,1.42860,0.42140,2.28570,0.61570,2.80000,1.28000,1
piss,1.57140,0.27860,2.28570,0.61570,2.60000,1.08000,1
pissed,1.50000,0.35000,2.60000,0.93000,2.40000,0.88000,1
pisses,1.66670,0.18330,2.22220,0.55220,2.00000,0.48000,1
pit,1.62500,0.22500,1.25000,0.42000,2.60000,1.08000,1
pitch,1.77780,0.07220,2.33330,0.66330,2.20000,0.68000,1
pitcher,1.85710,0.00710,2.28570,0.61570,3.00000,1.48000,1
pitching,1.81820,0.03180,2.72730,1.05730,2.20000,0.68000,1
pitfalls,1.42860,0.42140,2.00000,0.33000,1.60000,0.08000,1
pituitary,1.75000,0.10000,2.00000,0.33000,1.60000,0.08000,1
pity,1.54550,0.30450,1.45450,0.21550,1.60000,0.08000,1
placating,1.77780,0.07220,1.77780,0.10780,1.80000,0.28000,1
place,1.77780,0.07220,1.44440,0.22560,2.20000,0.68000,1
placed,1.37500,0.47500,1.87500,0.20500,2.20000,0.68000,1
placement,1.55560,0.29440,1.66670,0.00330,1.80000,0.28000,1
places,1.88890,0.03890,1.66670,0.00330,2.40000,0.88000,1
placing,1.66670,0.18330,2.22220,0.55220,2.00000,0.48000,1
plain,1.50000,0.35000,1.58330,0.08670,1.60000,0.08000,1
plainly,1.80000,0.05000,1.40000,0.27000,1.40000,0.12000,1
plains,1.63640,0.21360,1.63640,0.03360,2.00000,0.48000,1
plan,1.88890,0.03890,2.11110,0.44110,1.60000,0.08000,1
plane,1.55560,0.29440,2.11110,0.44110,2.60000,1.08000,1
plane�s,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
planes,1.90000,0.05000,2.10000,0.43000,2.80000,1.28000,1
planet,2.00000,0.15000,2.00000,0.33000,2.60000,1.08000,1
planetary,2.00000,0.15000,2.09090,0.42090,1.40000,0.12000,1
planets,1.87500,0.02500,2.00000,0.33000,2.60000,1.08000,1
planned,2.00000,0.15000,1.90000,0.23000,1.20000,0.32000,1
planners,1.75000,0.10000,2.37500,0.70500,1.40000,0.12000,1
planning,2.00000,0.15000,2.62500,0.95500,2.00000,0.48000,1
plans,2.28570,0.43570,2.28570,0.61570,2.20000,0.68000,1
plant,2.25000,0.40000,1.75000,0.08000,3.00000,1.48000,1
plantation,2.25000,0.40000,1.87500,0.20500,2.80000,1.28000,1
planted,2.00000,0.15000,2.00000,0.33000,2.00000,0.48000,1
plants,2.00000,0.15000,1.37500,0.29500,2.40000,0.88000,1
plasma,1.91670,0.06670,1.83330,0.16330,2.00000,0.48000,1
plaster,1.57140,0.27860,1.42860,0.24140,2.60000,1.08000,1
plastered,1.66670,0.18330,2.22220,0.55220,2.00000,0.48000,1
plastic,1.33330,0.51670,1.16670,0.50330,2.40000,0.88000,1
plastics,1.37500,0.47500,1.37500,0.29500,2.60000,1.08000,1
plate,1.70000,0.15000,1.40000,0.27000,3.00000,1.48000,1
plates,1.70000,0.15000,1.50000,0.17000,3.00000,1.48000,1
platform,1.80000,0.05000,1.40000,0.27000,3.00000,1.48000,1
play,2.55560,0.70560,2.77780,1.10780,1.80000,0.28000,1
played,2.00000,0.15000,2.50000,0.83000,2.20000,0.68000,1
player,2.20000,0.35000,2.70000,1.03000,2.60000,1.08000,1
players,2.20000,0.35000,2.50000,0.83000,2.40000,0.88000,1
playing,2.55560,0.70560,3.00000,1.33000,2.40000,0.88000,1
plays,2.44440,0.59440,2.44440,0.77440,1.40000,0.12000,1
plea,2.00000,0.15000,1.55560,0.11440,1.80000,0.28000,1
pleading,1.20000,0.65000,2.30000,0.63000,1.60000,0.08000,1
pleasant,2.60000,0.75000,1.90000,0.23000,1.40000,0.12000,1
pleasantry,2.20000,0.35000,1.90000,0.23000,1.20000,0.32000,1
please,2.50000,0.65000,2.12500,0.45500,1.80000,0.28000,1
pleased,2.72730,0.87730,2.27270,0.60270,1.60000,0.08000,1
pleasing,2.62500,0.77500,2.50000,0.83000,1.80000,0.28000,1
pleasurable,2.57140,0.72140,2.42860,0.75860,1.40000,0.12000,1
pleasure,2.62500,0.77500,2.50000,0.83000,2.00000,0.48000,1
plenty,1.85710,0.00710,1.57140,0.09860,1.80000,0.28000,1
plot,1.69230,0.15770,2.00000,0.33000,2.00000,0.48000,1
plotted,1.50000,0.35000,1.62500,0.04500,3.00000,1.48000,1
plow,1.50000,0.35000,2.25000,0.58000,3.00000,1.48000,1
plowing,1.50000,0.35000,2.40000,0.73000,3.00000,1.48000,1
plug,1.60000,0.25000,1.50000,0.17000,3.00000,1.48000,1
plum,1.90000,0.05000,2.50000,0.83000,3.00000,1.48000,1
plumbers,1.81820,0.03180,2.09090,0.42090,3.00000,1.48000,1
plums,2.10000,0.25000,1.50000,0.17000,2.80000,1.28000,1
plunged,1.42860,0.42140,1.85710,0.18710,2.00000,0.48000,1
plus,1.87500,0.02500,1.37500,0.29500,2.00000,0.48000,1
pluses,1.75000,0.10000,1.62500,0.04500,1.80000,0.28000,1
pocket,1.75000,0.10000,1.50000,0.17000,2.80000,1.28000,1
pocketknife,1.69230,0.15770,1.92310,0.25310,2.40000,0.88000,1
pockets,1.80000,0.05000,1.50000,0.17000,2.40000,0.88000,1
poem,2.62500,0.77500,2.00000,0.33000,2.20000,0.68000,1
poems,2.22220,0.37220,1.88890,0.21890,2.40000,0.88000,1
poet,2.28570,0.43570,1.71430,0.04430,2.80000,1.28000,1
poet�s,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
poetic,2.00000,0.15000,2.33330,0.66330,1.80000,0.28000,1
poetry,2.53850,0.68850,1.92310,0.25310,2.40000,0.88000,1
poets,2.20000,0.35000,2.10000,0.43000,2.40000,0.88000,1
point,1.37500,0.47500,1.62500,0.04500,2.00000,0.48000,1
pointed,1.60000,0.25000,2.30000,0.63000,2.60000,1.08000,1
pointing,1.60000,0.25000,2.30000,0.63000,2.80000,1.28000,1
points,1.42860,0.42140,1.28570,0.38430,2.20000,0.68000,1
poised,1.75000,0.10000,1.16670,0.50330,2.00000,0.48000,1
poison,1.22220,0.62780,2.00000,0.33000,2.60000,1.08000,1
poke,1.22220,0.62780,2.00000,0.33000,2.60000,1.08000,1
pole,1.84620,0.00380,1.46150,0.20850,3.00000,1.48000,1
poles,1.50000,0.35000,1.37500,0.29500,2.20000,0.68000,1
police,1.14290,0.70710,2.14290,0.47290,2.60000,1.08000,1
policeman,1.50000,0.35000,2.30000,0.63000,2.80000,1.28000,1
policemen,1.63640,0.21360,2.45450,0.78450,2.80000,1.28000,1
policies,1.54550,0.30450,1.72730,0.05730,1.80000,0.28000,1
policy,1.70000,0.15000,1.60000,0.07000,1.60000,0.08000,1
polish,2.00000,0.15000,1.70000,0.03000,2.20000,0.68000,1
polished,2.10000,0.25000,1.90000,0.23000,1.80000,0.28000,1
politely,2.36360,0.51360,1.45450,0.21550,1.40000,0.12000,1
political,1.12500,0.72500,2.25000,0.58000,1.60000,0.08000,1
politically,1.22220,0.62780,2.11110,0.44110,1.40000,0.12000,1
politician,1.22220,0.62780,2.33330,0.66330,2.80000,1.28000,1
politicians,1.00000,0.85000,2.00000,0.33000,2.60000,1.08000,1
politics,1.00000,0.85000,2.00000,0.33000,1.60000,0.08000,1
pollen,1.70000,0.15000,1.40000,0.27000,2.60000,1.08000,1
polls,1.33330,0.51670,1.44440,0.22560,2.40000,0.88000,1
pollutant,1.12500,0.72500,1.87500,0.20500,1.80000,0.28000,1
pond,2.11110,0.26110,1.44440,0.22560,2.80000,1.28000,1
pony,2.14290,0.29290,1.85710,0.18710,2.80000,1.28000,1
pool,2.45450,0.60450,1.81820,0.14820,2.80000,1.28000,1
pools,2.00000,0.15000,2.00000,0.33000,2.80000,1.28000,1
poor,1.12500,0.72500,1.62500,0.04500,1.80000,0.28000,1
poorly,1.09090,0.75910,1.54550,0.12450,1.20000,0.32000,1
popcorn,2.22220,0.37220,1.66670,0.00330,2.80000,1.28000,1
pope,2.22220,0.37220,1.55560,0.11440,2.60000,1.08000,1
pops,1.75000,0.10000,2.00000,0.33000,2.20000,0.68000,1
popular,2.44440,0.59440,2.11110,0.44110,1.00000,0.52000,1
popularity,2.33330,0.48330,2.55560,0.88560,1.40000,0.12000,1
populated,1.66670,0.18330,2.22220,0.55220,1.80000,0.28000,1
population,1.83330,0.01670,1.83330,0.16330,1.60000,0.08000,1
porch,2.10000,0.25000,1.50000,0.17000,3.00000,1.48000,1
porcupine,2.00000,0.15000,1.90910,0.23910,3.00000,1.48000,1
pork,1.77780,0.07220,1.55560,0.11440,2.60000,1.08000,1
porous,1.44440,0.40560,1.55560,0.11440,1.20000,0.32000,1
port,1.62500,0.22500,1.50000,0.17000,2.60000,1.08000,1
portable,2.00000,0.15000,1.70000,0.03000,2.00000,0.48000,1
portages,1.42860,0.42140,1.85710,0.18710,1.80000,0.28000,1
porter,1.54550,0.30450,1.63640,0.03360,2.20000,0.68000,1
portion,1.50000,0.35000,1.50000,0.17000,2.20000,0.68000,1
portions,1.60000,0.25000,1.60000,0.07000,2.20000,0.68000,1
portland,1.50000,0.35000,1.50000,0.17000,2.00000,0.48000,1
portrait,1.50000,0.35000,1.62500,0.04500,2.80000,1.28000,1
pose,2.21430,0.36430,1.85710,0.18710,2.20000,0.68000,1
posh,1.91670,0.06670,1.25000,0.42000,1.40000,0.12000,1
position,2.00000,0.15000,1.37500,0.29500,2.00000,0.48000,1
positions,2.00000,0.15000,1.57140,0.09860,2.20000,0.68000,1
positive,2.50000,0.65000,1.87500,0.20500,2.20000,0.68000,1
possessive,1.16670,0.68330,2.25000,0.58000,1.40000,0.12000,1
possibilities,2.00000,0.15000,2.14290,0.47290,1.20000,0.32000,1
possibility,2.00000,0.15000,2.00000,0.33000,1.20000,0.32000,1
possible,1.66670,0.18330,2.00000,0.33000,1.20000,0.32000,1
possibly,1.87500,0.02500,2.12500,0.45500,1.00000,0.52000,1
post,1.80000,0.05000,1.40000,0.27000,2.40000,0.88000,1
postcard,2.00000,0.15000,1.40000,0.27000,3.00000,1.48000,1
posted,1.70000,0.15000,1.70000,0.03000,2.00000,0.48000,1
posts,1.66670,0.18330,1.44440,0.22560,2.60000,1.08000,1
posture,2.12500,0.27500,1.62500,0.04500,2.00000,0.48000,1
postwar,1.50000,0.35000,1.60000,0.07000,1.80000,0.28000,1
pot,1.54550,0.30450,1.45450,0.21550,3.00000,1.48000,1
potato,1.66670,0.18330,1.55560,0.11440,3.00000,1.48000,1
potatoes,1.77780,0.07220,1.55560,0.11440,3.00000,1.48000,1
potential,2.55560,0.70560,2.33330,0.66330,1.20000,0.32000,1
pottery,2.10000,0.25000,1.10000,0.57000,3.00000,1.48000,1
poultry,1.70000,0.15000,1.60000,0.07000,3.00000,1.48000,1
pound,1.80000,0.05000,1.70000,0.03000,2.00000,0.48000,1
pounds,1.62500,0.22500,1.50000,0.17000,2.00000,0.48000,1
poured,1.81820,0.03180,2.09090,0.42090,2.20000,0.68000,1
pout,1.37500,0.47500,1.75000,0.08000,2.20000,0.68000,1
pouting,1.28570,0.56430,1.85710,0.18710,2.00000,0.48000,1
poverty,1.37500,0.47500,1.50000,0.17000,2.20000,0.68000,1
powder,1.57140,0.27860,1.28570,0.38430,3.00000,1.48000,1
power,2.07690,0.22690,2.38460,0.71460,1.40000,0.12000,1
powerful,2.12500,0.27500,2.50000,0.83000,1.60000,0.08000,1
powers,2.00000,0.15000,2.37500,0.70500,1.20000,0.32000,1
pox,1.60000,0.25000,1.50000,0.17000,2.20000,0.68000,1
practical,1.62500,0.22500,1.75000,0.08000,1.20000,0.32000,1
practically,1.77780,0.07220,2.00000,0.33000,1.00000,0.52000,1
practice,1.80000,0.05000,2.00000,0.33000,1.60000,0.08000,1
practices,1.62500,0.22500,2.62500,0.95500,2.00000,0.48000,1
practising,1.16670,0.68330,2.16670,0.49670,1.80000,0.28000,1
prairie,1.71430,0.13570,1.57140,0.09860,2.60000,1.08000,1
praise,2.71430,0.86430,2.28570,0.61570,1.40000,0.12000,1
praised,2.71430,0.86430,2.00000,0.33000,1.60000,0.08000,1
pranks,1.16670,0.68330,2.41670,0.74670,2.00000,0.48000,1
pray,1.88890,0.03890,2.22220,0.55220,2.40000,0.88000,1
prayed,2.00000,0.15000,2.14290,0.47290,1.80000,0.28000,1
prayer,2.12500,0.27500,1.87500,0.20500,1.60000,0.08000,1
prayers,2.33330,0.48330,1.66670,0.00330,1.80000,0.28000,1
preacher,1.83330,0.01670,2.16670,0.49670,3.00000,1.48000,1
preaching,1.40000,0.45000,2.60000,0.93000,2.20000,0.68000,1
preceded,1.66670,0.18330,2.08330,0.41330,1.00000,0.52000,1
preceding,1.44440,0.40560,2.00000,0.33000,1.00000,0.52000,1
precious,2.57140,0.72140,2.14290,0.47290,1.00000,0.52000,1
precise,1.77780,0.07220,2.00000,0.33000,1.00000,0.52000,1
precisely,1.66670,0.18330,1.77780,0.10780,1.00000,0.52000,1
precision,1.85710,0.00710,1.57140,0.09860,1.00000,0.52000,1
predicted,1.81820,0.03180,1.72730,0.05730,1.00000,0.52000,1
prediction,1.33330,0.51670,2.00000,0.33000,1.00000,0.52000,1
prefer,1.87500,0.02500,1.87500,0.20500,1.00000,0.52000,1
preferably,2.41670,0.56670,2.00000,0.33000,1.00000,0.52000,1
preferred,1.85710,0.00710,2.14290,0.47290,1.00000,0.52000,1
prejudice,1.00000,0.85000,2.00000,0.33000,1.20000,0.32000,1
preliminary,1.44440,0.40560,1.66670,0.00330,1.00000,0.52000,1
premier,1.72730,0.12270,1.90910,0.23910,1.80000,0.28000,1
premium,1.80000,0.05000,1.90000,0.23000,1.20000,0.32000,1
preoccupied,1.22220,0.62780,2.00000,0.33000,1.40000,0.12000,1
preparation,1.77780,0.07220,2.33330,0.66330,1.60000,0.08000,1
preparations,1.77780,0.07220,2.00000,0.33000,1.40000,0.12000,1
prepare,1.90000,0.05000,1.80000,0.13000,1.60000,0.08000,1
prepared,1.71430,0.13570,1.71430,0.04430,1.00000,0.52000,1
preparing,1.75000,0.10000,2.12500,0.45500,1.40000,0.12000,1
presbyterian,1.50000,0.35000,1.87500,0.20500,1.40000,0.12000,1
preschool,2.50000,0.65000,1.83330,0.16330,2.40000,0.88000,1
prescribed,1.00000,0.85000,1.66670,0.00330,1.40000,0.12000,1
presence,1.55560,0.29440,1.55560,0.11440,1.40000,0.12000,1
present,2.25000,0.40000,1.75000,0.08000,2.40000,0.88000,1
present-day,1.85710,0.00710,1.57140,0.09860,1.40000,0.12000,1
presentation,1.62500,0.22500,2.12500,0.45500,1.80000,0.28000,1
presented,1.66670,0.18330,2.33330,0.66330,1.20000,0.32000,1
presenting,1.90000,0.05000,2.10000,0.43000,1.20000,0.32000,1
presently,1.50000,0.35000,1.33330,0.33670,1.00000,0.52000,1
presents,2.28570,0.43570,2.14290,0.47290,2.00000,0.48000,1
preservation,1.60000,0.25000,1.80000,0.13000,1.00000,0.52000,1
preserve,1.37500,0.47500,1.62500,0.04500,1.00000,0.52000,1
preserved,1.37500,0.47500,1.37500,0.29500,1.20000,0.32000,1
preserves,1.42860,0.42140,1.57140,0.09860,1.20000,0.32000,1
preserving,1.55560,0.29440,1.66670,0.00330,1.40000,0.12000,1
presidency,1.50000,0.35000,2.25000,0.58000,1.60000,0.08000,1
president,1.62500,0.22500,2.00000,0.33000,2.80000,1.28000,1
