word,Pleasantness,P_Deviation,Activation,A_Deviation,Imagery,I_Deviation,Words found from dictionary
network,1.62500,0.22500,2.00000,0.33000,1.60000,0.08000,1
networks,1.50000,0.35000,2.25000,0.58000,1.40000,0.12000,1
neurotic,1.75000,0.10000,2.62500,0.95500,1.40000,0.12000,1
neutral,1.90910,0.05910,1.63640,0.03360,1.00000,0.52000,1
never,1.33330,0.51670,1.77780,0.10780,1.00000,0.52000,1
nevertheless,1.37500,0.47500,2.00000,0.33000,1.00000,0.52000,1
new,2.25000,0.40000,2.12500,0.45500,1.60000,0.08000,1
newer,2.00000,0.15000,2.25000,0.58000,1.40000,0.12000,1
newest,1.88890,0.03890,2.00000,0.33000,1.40000,0.12000,1
newly,1.88890,0.03890,1.55560,0.11440,1.40000,0.12000,1
newport,1.66670,0.18330,1.66670,0.00330,1.80000,0.28000,1
news,1.77780,0.07220,2.33330,0.66330,2.20000,0.68000,1
newspaper,1.70000,0.15000,2.10000,0.43000,3.00000,1.48000,1
newspapers,1.57140,0.27860,2.00000,0.33000,3.00000,1.48000,1
next,1.33330,0.51670,1.66670,0.00330,1.00000,0.52000,1
next-door,1.85710,0.00710,1.85710,0.18710,2.20000,0.68000,1
nice,2.50000,0.65000,2.16670,0.49670,1.40000,0.12000,1
nick,1.63640,0.21360,1.63640,0.03360,1.80000,0.28000,1
nickname,2.28570,0.43570,2.00000,0.33000,1.00000,0.52000,1
night,2.28570,0.43570,1.71430,0.04430,2.60000,1.08000,1
night�s,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
nightgown,2.44440,0.59440,2.11110,0.44110,3.00000,1.48000,1
nightmare,1.22220,0.62780,3.00000,1.33000,2.40000,0.88000,1
nights,2.60000,0.75000,1.70000,0.03000,1.80000,0.28000,1
nine,1.55560,0.29440,1.66670,0.00330,1.80000,0.28000,1
nineteen,2.00000,0.15000,2.00000,0.33000,1.80000,0.28000,1
ninety,1.42860,0.42140,1.71430,0.04430,1.80000,0.28000,1
ninth,1.42860,0.42140,1.71430,0.04430,1.80000,0.28000,1
nitrogen,1.42860,0.42140,2.00000,0.33000,1.60000,0.08000,1
no,1.23080,0.61920,2.15380,0.48380,1.00000,0.52000,1
noble,2.11110,0.26110,1.55560,0.11440,1.20000,0.32000,1
nobler,1.85710,0.00710,2.00000,0.33000,1.00000,0.52000,1
nobly,2.12500,0.27500,1.37500,0.29500,1.00000,0.52000,1
nobody,1.00000,0.85000,1.50000,0.17000,1.40000,0.12000,1
nod,1.50000,0.35000,2.00000,0.33000,2.00000,0.48000,1
nodded,1.20000,0.65000,2.40000,0.73000,2.00000,0.48000,1
nods,1.72730,0.12270,2.27270,0.60270,2.20000,0.68000,1
noise,1.22220,0.62780,2.55560,0.88560,1.60000,0.08000,1
nominal,1.37500,0.47500,1.87500,0.20500,1.60000,0.08000,1
nomination,2.00000,0.15000,2.00000,0.33000,1.40000,0.12000,1
none,1.22220,0.62780,1.44440,0.22560,1.20000,0.32000,1
nonetheless,1.16670,0.68330,1.83330,0.16330,1.00000,0.52000,1
nonsense,1.18180,0.66820,1.81820,0.14820,1.20000,0.32000,1
noon,2.00000,0.15000,1.42860,0.24140,1.80000,0.28000,1
nope,1.12500,0.72500,1.62500,0.04500,1.00000,0.52000,1
nor,1.66670,0.18330,1.50000,0.17000,1.00000,0.52000,1
norm,1.42860,0.42140,1.42860,0.24140,1.60000,0.08000,1
normal,1.83330,0.01670,1.50000,0.17000,1.40000,0.12000,1
normally,1.66670,0.18330,1.77780,0.10780,1.20000,0.32000,1
norman,1.60000,0.25000,1.60000,0.07000,1.40000,0.12000,1
norms,1.90000,0.05000,1.70000,0.03000,1.20000,0.32000,1
north,1.44440,0.40560,1.55560,0.11440,1.80000,0.28000,1
northeast,1.55560,0.29440,1.77780,0.10780,1.80000,0.28000,1
northern,1.55560,0.29440,2.11110,0.44110,1.80000,0.28000,1
northwest,1.55560,0.29440,1.66670,0.00330,1.80000,0.28000,1
nose,1.33330,0.51670,1.66670,0.00330,3.00000,1.48000,1
not,1.12500,0.72500,1.87500,0.20500,1.00000,0.52000,1
notable,1.57140,0.27860,1.57140,0.09860,1.20000,0.32000,1
notably,1.42860,0.42140,1.71430,0.04430,1.20000,0.32000,1
note,1.66670,0.18330,1.16670,0.50330,2.60000,1.08000,1
noted,1.66670,0.18330,2.00000,0.33000,1.60000,0.08000,1
notes,1.62500,0.22500,1.75000,0.08000,2.00000,0.48000,1
nothing,1.14290,0.70710,1.14290,0.52710,1.20000,0.32000,1
notice,1.28570,0.56430,1.57140,0.09860,2.00000,0.48000,1
noticeable,1.66670,0.18330,1.83330,0.16330,1.40000,0.12000,1
noticed,2.00000,0.15000,2.22220,0.55220,1.40000,0.12000,1
notified,1.57140,0.27860,2.28570,0.61570,1.60000,0.08000,1
noting,1.28570,0.56430,2.28570,0.61570,1.40000,0.12000,1
notion,1.60000,0.25000,1.90000,0.23000,1.00000,0.52000,1
notions,1.50000,0.35000,2.00000,0.33000,1.00000,0.52000,1
nova,1.62500,0.22500,1.75000,0.08000,1.40000,0.12000,1
novel,1.71430,0.13570,2.00000,0.33000,2.60000,1.08000,1
novelist,1.62500,0.22500,2.25000,0.58000,2.40000,0.88000,1
novels,2.00000,0.15000,1.87500,0.20500,2.80000,1.28000,1
november,1.80000,0.05000,2.00000,0.33000,2.00000,0.48000,1
now,1.45450,0.39550,1.63640,0.03360,1.20000,0.32000,1
nowadays,1.37500,0.47500,1.62500,0.04500,1.00000,0.52000,1
nowhere,1.20000,0.65000,1.30000,0.37000,1.20000,0.32000,1
nuclear,1.44440,0.40560,2.66670,0.99670,1.60000,0.08000,1
nucleus,1.87500,0.02500,2.00000,0.33000,1.60000,0.08000,1
nude,2.00000,0.15000,2.50000,0.83000,2.80000,1.28000,1
null,1.33330,0.51670,1.22220,0.44780,1.00000,0.52000,1
number,1.16670,0.68330,1.33330,0.33670,2.00000,0.48000,1
numbers,1.60000,0.25000,1.60000,0.07000,2.20000,0.68000,1
numerical,1.42860,0.42140,1.57140,0.09860,1.60000,0.08000,1
numerous,1.50000,0.35000,1.75000,0.08000,1.60000,0.08000,1
nurse,1.57140,0.27860,2.28570,0.61570,2.80000,1.28000,1
nursery,2.00000,0.15000,2.16670,0.49670,2.60000,1.08000,1
nursing,2.36360,0.51360,2.72730,1.05730,1.80000,0.28000,1
nut,1.45450,0.39550,1.54550,0.12450,3.00000,1.48000,1
nuts,1.57140,0.27860,1.71430,0.04430,3.00000,1.48000,1
o�clock,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
oak,2.14290,0.29290,1.28570,0.38430,2.60000,1.08000,1
oar,2.09090,0.24090,1.72730,0.05730,2.80000,1.28000,1
oars,1.83330,0.01670,1.66670,0.00330,2.80000,1.28000,1
object,1.37500,0.47500,1.75000,0.08000,1.60000,0.08000,1
objected,1.33330,0.51670,2.33330,0.66330,1.00000,0.52000,1
objection,1.14290,0.70710,2.42860,0.75860,1.00000,0.52000,1
objections,1.44440,0.40560,2.55560,0.88560,1.00000,0.52000,1
objective,2.00000,0.15000,2.22220,0.55220,1.00000,0.52000,1
objectives,2.00000,0.15000,2.12500,0.45500,1.00000,0.52000,1
objects,1.50000,0.35000,1.62500,0.04500,2.00000,0.48000,1
obligation,1.42860,0.42140,2.42860,0.75860,1.00000,0.52000,1
obligations,1.27270,0.57730,2.09090,0.42090,1.00000,0.52000,1
obliged,1.44440,0.40560,2.55560,0.88560,1.00000,0.52000,1
obscure,1.50000,0.35000,2.12500,0.45500,1.20000,0.32000,1
observation,2.00000,0.15000,2.25000,0.58000,1.00000,0.52000,1
observations,2.12500,0.27500,2.50000,0.83000,1.00000,0.52000,1
observe,2.11110,0.26110,2.11110,0.44110,1.40000,0.12000,1
observed,1.77780,0.07220,2.00000,0.33000,1.40000,0.12000,1
observer,1.77780,0.07220,1.77780,0.10780,2.00000,0.48000,1
observers,1.77780,0.07220,1.88890,0.21890,2.20000,0.68000,1
observing,2.20000,0.35000,2.20000,0.53000,1.60000,0.08000,1
obstacle,1.28570,0.56430,2.42860,0.75860,2.00000,0.48000,1
obtain,1.50000,0.35000,2.16670,0.49670,1.20000,0.32000,1
obtainable,1.57140,0.27860,1.85710,0.18710,1.40000,0.12000,1
obtained,1.50000,0.35000,2.16670,0.49670,1.20000,0.32000,1
obvious,1.45450,0.39550,1.90910,0.23910,1.20000,0.32000,1
obviously,1.57140,0.27860,1.71430,0.04430,1.20000,0.32000,1
occasion,2.14290,0.29290,1.71430,0.04430,1.20000,0.32000,1
occasional,1.55560,0.29440,1.55560,0.11440,1.00000,0.52000,1
occasionally,1.66670,0.18330,1.55560,0.11440,1.00000,0.52000,1
occasions,2.11110,0.26110,2.11110,0.44110,1.20000,0.32000,1
occupation,2.40000,0.55000,2.10000,0.43000,1.60000,0.08000,1
occupational,1.88890,0.03890,1.88890,0.21890,1.60000,0.08000,1
occupied,1.33330,0.51670,2.33330,0.66330,1.60000,0.08000,1
occupy,1.28570,0.56430,2.28570,0.61570,1.40000,0.12000,1
occur,1.28570,0.56430,2.28570,0.61570,1.00000,0.52000,1
occurred,1.28570,0.56430,2.00000,0.33000,1.00000,0.52000,1
occurrence,1.61540,0.23460,2.46150,0.79150,1.20000,0.32000,1
occurrences,1.44440,0.40560,2.44440,0.77440,1.20000,0.32000,1
occurring,1.28570,0.56430,2.14290,0.47290,1.20000,0.32000,1
occurs,1.50000,0.35000,2.37500,0.70500,1.20000,0.32000,1
ocean,2.33330,0.48330,2.66670,0.99670,3.00000,1.48000,1
october,1.83330,0.01670,1.83330,0.16330,2.00000,0.48000,1
odd,1.80000,0.05000,1.80000,0.13000,1.60000,0.08000,1
oddest,1.36360,0.48640,1.72730,0.05730,1.40000,0.12000,1
oddness,1.44440,0.40560,1.88890,0.21890,1.00000,0.52000,1
odds,1.62500,0.22500,1.75000,0.08000,1.40000,0.12000,1
odor,1.55560,0.29440,2.00000,0.33000,1.60000,0.08000,1
odour,1.44440,0.40560,2.33330,0.66330,1.60000,0.08000,1
odyssey,2.50000,0.65000,2.33330,0.66330,1.00000,0.52000,1
of,1.63640,0.21360,1.63640,0.03360,1.00000,0.52000,1
off,1.14290,0.70710,2.00000,0.33000,1.40000,0.12000,1
offence,1.12500,0.72500,2.75000,1.08000,1.60000,0.08000,1
offender,1.08330,0.76670,2.75000,1.08000,2.20000,0.68000,1
offends,1.14290,0.70710,3.00000,1.33000,1.20000,0.32000,1
offer,1.83330,0.01670,2.16670,0.49670,1.20000,0.32000,1
offered,1.88890,0.03890,2.11110,0.44110,1.20000,0.32000,1
offering,2.40000,0.55000,2.30000,0.63000,1.20000,0.32000,1
offers,2.00000,0.15000,2.40000,0.73000,1.20000,0.32000,1
office,1.66670,0.18330,1.55560,0.11440,2.60000,1.08000,1
officer,1.77780,0.07220,2.11110,0.44110,2.80000,1.28000,1
officer�s,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
officers,1.77780,0.07220,2.11110,0.44110,2.80000,1.28000,1
offices,1.66670,0.18330,1.33330,0.33670,2.60000,1.08000,1
official,1.75000,0.10000,1.62500,0.04500,1.40000,0.12000,1
officially,1.57140,0.27860,1.71430,0.04430,1.20000,0.32000,1
officials,1.33330,0.51670,1.33330,0.33670,2.40000,0.88000,1
often,1.50000,0.35000,1.83330,0.16330,1.00000,0.52000,1
ogre,1.44440,0.40560,1.55560,0.11440,1.20000,0.32000,1
ogres,1.37500,0.47500,1.75000,0.08000,1.20000,0.32000,1
oh,1.71430,0.13570,1.28570,0.38430,1.00000,0.52000,1
oil,1.57140,0.27860,1.57140,0.09860,2.60000,1.08000,1
oils,1.50000,0.35000,1.33330,0.33670,2.60000,1.08000,1
oily,1.00000,0.85000,1.88890,0.21890,2.40000,0.88000,1
ok,2.28570,0.43570,1.57140,0.09860,1.00000,0.52000,1
okay,2.28570,0.43570,1.85710,0.18710,1.00000,0.52000,1
old,1.50000,0.35000,1.20000,0.47000,2.40000,0.88000,1
older,1.50000,0.35000,1.62500,0.04500,1.80000,0.28000,1
oldest,1.62500,0.22500,2.12500,0.45500,1.60000,0.08000,1
ominous,1.42860,0.42140,2.71430,1.04430,1.00000,0.52000,1
omitted,1.12500,0.72500,1.62500,0.04500,1.20000,0.32000,1
on,1.37500,0.47500,2.25000,0.58000,1.40000,0.12000,1
once,1.81820,0.03180,1.63640,0.03360,1.40000,0.12000,1
one,1.66670,0.18330,1.50000,0.17000,1.80000,0.28000,1
one�s,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
one-third,1.36360,0.48640,1.45450,0.21550,2.20000,0.68000,1
ones,1.60000,0.25000,1.50000,0.17000,1.20000,0.32000,1
onion,1.44440,0.40560,1.44440,0.22560,3.00000,1.48000,1
only,1.37500,0.47500,1.50000,0.17000,1.40000,0.12000,1
onset,1.40000,0.45000,1.90000,0.23000,1.00000,0.52000,1
onto,1.14290,0.70710,1.71430,0.04430,1.80000,0.28000,1
open,1.90910,0.05910,2.36360,0.69360,2.80000,1.28000,1
opened,1.62500,0.22500,2.50000,0.83000,2.20000,0.68000,1
opening,1.88890,0.03890,2.55560,0.88560,2.40000,0.88000,1
openly,1.62500,0.22500,2.00000,0.33000,1.20000,0.32000,1
opens,1.75000,0.10000,2.37500,0.70500,1.80000,0.28000,1
opera,2.08330,0.23330,2.08330,0.41330,3.00000,1.48000,1
operate,1.58330,0.26670,2.41670,0.74670,2.20000,0.68000,1
operated,1.37500,0.47500,2.25000,0.58000,1.60000,0.08000,1
operates,1.28570,0.56430,2.28570,0.61570,2.00000,0.48000,1
operating,1.25000,0.60000,2.50000,0.83000,2.40000,0.88000,1
operation,1.58330,0.26670,2.41670,0.74670,2.60000,1.08000,1
operational,1.14290,0.70710,2.00000,0.33000,1.00000,0.52000,1
operations,1.33330,0.51670,2.22220,0.55220,1.80000,0.28000,1
operator,1.71430,0.13570,2.00000,0.33000,2.40000,0.88000,1
operators,1.87500,0.02500,2.12500,0.45500,2.40000,0.88000,1
opinion,2.10000,0.25000,1.90000,0.23000,1.00000,0.52000,1
opinions,2.20000,0.35000,1.70000,0.03000,1.00000,0.52000,1
opium,1.88890,0.03890,1.88890,0.21890,2.40000,0.88000,1
opponent,1.33330,0.51670,2.22220,0.55220,2.20000,0.68000,1
opponents,1.62500,0.22500,2.25000,0.58000,2.00000,0.48000,1
opportunities,2.72730,0.87730,2.27270,0.60270,1.00000,0.52000,1
opportunity,2.70000,0.85000,1.90000,0.23000,1.00000,0.52000,1
oppose,1.22220,0.62780,2.33330,0.66330,1.40000,0.12000,1
opposed,1.33330,0.51670,2.11110,0.44110,1.20000,0.32000,1
opposing,1.33330,0.51670,2.44440,0.77440,1.40000,0.12000,1
opposite,1.70000,0.15000,2.00000,0.33000,1.80000,0.28000,1
opposition,1.20000,0.65000,2.10000,0.43000,1.80000,0.28000,1
optical,1.50000,0.35000,1.60000,0.07000,2.00000,0.48000,1
optimism,2.70000,0.85000,2.00000,0.33000,1.40000,0.12000,1
optimistic,2.54550,0.69550,2.00000,0.33000,1.40000,0.12000,1
optimum,1.75000,0.10000,1.87500,0.20500,1.20000,0.32000,1
options,2.14290,0.29290,1.85710,0.18710,1.20000,0.32000,1
or,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
oral,1.71430,0.13570,2.00000,0.33000,2.00000,0.48000,1
orange,2.08330,0.23330,1.58330,0.08670,3.00000,1.48000,1
orbit,1.50000,0.35000,1.87500,0.20500,2.60000,1.08000,1
orchestra,2.50000,0.65000,2.25000,0.58000,3.00000,1.48000,1
order,1.50000,0.35000,1.90000,0.23000,2.00000,0.48000,1
ordered,1.20000,0.65000,2.20000,0.53000,1.40000,0.12000,1
ordering,1.40000,0.45000,2.20000,0.53000,1.80000,0.28000,1
orderly,1.81820,0.03180,1.72730,0.05730,1.60000,0.08000,1
orders,1.00000,0.85000,2.20000,0.53000,1.80000,0.28000,1
ordinarily,1.28570,0.56430,1.28570,0.38430,1.00000,0.52000,1
ordinary,1.25000,0.60000,1.25000,0.42000,1.00000,0.52000,1
organic,1.50000,0.35000,1.50000,0.17000,1.80000,0.28000,1
organization,1.62500,0.22500,1.75000,0.08000,2.00000,0.48000,1
organizations,1.78570,0.06430,2.00000,0.33000,2.00000,0.48000,1
organize,2.00000,0.15000,2.40000,0.73000,1.40000,0.12000,1
organized,1.87500,0.02500,2.25000,0.58000,1.20000,0.32000,1
organs,1.22220,0.62780,1.88890,0.21890,2.60000,1.08000,1
oriental,2.14290,0.29290,1.57140,0.09860,2.60000,1.08000,1
orientation,1.85710,0.00710,2.00000,0.33000,1.20000,0.32000,1
oriented,1.16670,0.68330,2.00000,0.33000,1.00000,0.52000,1
origin,1.66670,0.18330,1.66670,0.00330,1.20000,0.32000,1
original,2.20000,0.35000,2.10000,0.43000,1.60000,0.08000,1
originally,2.00000,0.15000,1.77780,0.10780,1.00000,0.52000,1
originated,1.70000,0.15000,1.80000,0.13000,1.00000,0.52000,1
orthodox,1.50000,0.35000,1.60000,0.07000,1.00000,0.52000,1
other,1.28570,0.56430,1.42860,0.24140,1.40000,0.12000,1
others,1.91670,0.06670,1.58330,0.08670,1.80000,0.28000,1
otherwise,1.12500,0.72500,1.25000,0.42000,1.00000,0.52000,1
ought,1.22220,0.62780,1.44440,0.22560,1.00000,0.52000,1
our,2.00000,0.15000,1.76920,0.09920,1.60000,0.08000,1
ours,2.00000,0.15000,1.62500,0.04500,1.80000,0.28000,1
ourselves,2.28570,0.43570,1.14290,0.52710,1.80000,0.28000,1
out,1.50000,0.35000,1.90000,0.23000,2.20000,0.68000,1
outcome,1.72730,0.12270,2.00000,0.33000,1.20000,0.32000,1
outcomes,1.63640,0.21360,2.09090,0.42090,1.00000,0.52000,1
outdoor,2.20000,0.35000,2.50000,0.83000,2.60000,1.08000,1
outer,1.50000,0.35000,2.00000,0.33000,2.00000,0.48000,1
outfit,2.10000,0.25000,1.60000,0.07000,2.60000,1.08000,1
outfits,1.81820,0.03180,1.63640,0.03360,2.60000,1.08000,1
outgrown,1.42860,0.42140,1.71430,0.04430,2.20000,0.68000,1
outline,1.44440,0.40560,2.00000,0.33000,2.20000,0.68000,1
outlook,1.50000,0.35000,1.87500,0.20500,1.20000,0.32000,1
output,1.42860,0.42140,1.85710,0.18710,1.60000,0.08000,1
outranked,1.28570,0.56430,1.71430,0.04430,1.80000,0.28000,1
outset,1.40000,0.45000,1.60000,0.07000,1.20000,0.32000,1
outside,2.00000,0.15000,2.22220,0.55220,2.60000,1.08000,1
outstanding,2.12500,0.27500,2.25000,0.58000,1.60000,0.08000,1
outward,1.66670,0.18330,1.88890,0.21890,1.80000,0.28000,1
over,1.28570,0.56430,1.71430,0.04430,2.20000,0.68000,1
over-all,1.60000,0.25000,1.60000,0.07000,2.00000,0.48000,1
overall,1.50000,0.35000,1.50000,0.17000,1.80000,0.28000,1
overcome,1.62500,0.22500,2.37500,0.70500,1.60000,0.08000,1
overcompensate,1.45450,0.39550,2.36360,0.69360,1.60000,0.08000,1
overcompensated,1.00000,0.85000,2.66670,0.99670,1.20000,0.32000,1
overcompensating,1.00000,0.85000,2.66670,0.99670,1.40000,0.12000,1
overdose,1.25000,0.60000,2.25000,0.58000,2.00000,0.48000,1
overestimate,1.22220,0.62780,1.77780,0.10780,1.80000,0.28000,1
overestimated,1.44440,0.40560,2.00000,0.33000,1.60000,0.08000,1
overexertion,1.30000,0.55000,2.70000,1.03000,2.20000,0.68000,1
overhanging,1.66670,0.18330,1.91670,0.24670,2.20000,0.68000,1
overhead,1.50000,0.35000,1.60000,0.07000,2.60000,1.08000,1
overhung,1.36360,0.48640,1.45450,0.21550,2.00000,0.48000,1
overjoyed,2.77780,0.92780,2.77780,1.10780,2.40000,0.88000,1
overnight,2.11110,0.26110,1.66670,0.00330,2.20000,0.68000,1
overpowered,1.12500,0.72500,2.62500,0.95500,1.80000,0.28000,1
overprotective,1.10000,0.75000,2.30000,0.63000,1.80000,0.28000,1
overreacting,1.14290,0.70710,2.42860,0.75860,2.00000,0.48000,1
overseas,1.90910,0.05910,1.63640,0.03360,2.40000,0.88000,1
overt,1.75000,0.10000,1.62500,0.04500,1.20000,0.32000,1
overtook,1.11110,0.73890,2.44440,0.77440,1.60000,0.08000,1
overturned,1.25000,0.60000,2.37500,0.70500,2.20000,0.68000,1
overwhelming,1.50000,0.35000,2.50000,0.83000,1.60000,0.08000,1
overworked,1.23080,0.61920,2.53850,0.86850,1.80000,0.28000,1
owe,1.50000,0.35000,1.58330,0.08670,1.60000,0.08000,1
owed,1.87500,0.02500,1.62500,0.04500,1.20000,0.32000,1
own,2.14290,0.29290,1.71430,0.04430,1.80000,0.28000,1
owned,1.75000,0.10000,1.37500,0.29500,1.80000,0.28000,1
owner,2.33330,0.48330,1.58330,0.08670,2.40000,0.88000,1
owners,2.00000,0.15000,1.28570,0.38430,2.00000,0.48000,1
ownership,2.33330,0.48330,1.55560,0.11440,1.80000,0.28000,1
owns,2.16670,0.31670,1.50000,0.17000,1.80000,0.28000,1
oxen,1.25000,0.60000,1.37500,0.29500,1.80000,0.28000,1
oxford,1.60000,0.25000,1.50000,0.17000,1.80000,0.28000,1
oxidation,1.50000,0.35000,2.00000,0.33000,1.60000,0.08000,1
oxygen,1.88890,0.03890,1.88890,0.21890,2.00000,0.48000,1
pa,1.88890,0.03890,1.33330,0.33670,1.60000,0.08000,1
pace,1.62500,0.22500,2.25000,0.58000,2.00000,0.48000,1
paced,1.72730,0.12270,2.00000,0.33000,1.60000,0.08000,1
pacific,2.00000,0.15000,1.60000,0.07000,2.20000,0.68000,1
pack,1.44440,0.40560,2.44440,0.77440,2.20000,0.68000,1
package,2.11110,0.26110,1.55560,0.11440,2.80000,1.28000,1
packed,1.88890,0.03890,2.22220,0.55220,1.20000,0.32000,1
packing,1.90000,0.05000,2.50000,0.83000,2.60000,1.08000,1
paddled,1.90000,0.05000,2.30000,0.63000,1.80000,0.28000,1
paddles,1.70000,0.15000,2.00000,0.33000,2.20000,0.68000,1
page,1.33330,0.51670,1.66670,0.00330,3.00000,1.48000,1
pages,1.45450,0.39550,1.72730,0.05730,3.00000,1.48000,1
paid,2.12500,0.27500,2.25000,0.58000,2.40000,0.88000,1
pain,1.00000,0.85000,2.57140,0.90140,2.00000,0.48000,1
pained,1.25000,0.60000,2.50000,0.83000,1.60000,0.08000,1
painful,1.28570,0.56430,2.42860,0.75860,2.20000,0.68000,1
painfully,1.00000,0.85000,2.58330,0.91330,1.60000,0.08000,1
pains,1.00000,0.85000,2.50000,0.83000,2.00000,0.48000,1
paint,1.87500,0.02500,2.12500,0.45500,3.00000,1.48000,1
painted,1.80000,0.05000,1.80000,0.13000,2.60000,1.08000,1
painter,1.50000,0.35000,2.00000,0.33000,3.00000,1.48000,1
painters,1.70000,0.15000,1.60000,0.07000,3.00000,1.48000,1
painting,2.00000,0.15000,2.27270,0.60270,3.00000,1.48000,1
paintings,2.20000,0.35000,1.90000,0.23000,3.00000,1.48000,1
paints,1.71430,0.13570,1.85710,0.18710,3.00000,1.48000,1
pair,1.75000,0.10000,1.50000,0.17000,2.40000,0.88000,1
pairs,1.87500,0.02500,1.62500,0.04500,2.00000,0.48000,1
palace,2.25000,0.40000,1.50000,0.17000,2.80000,1.28000,1
pale,1.14290,0.70710,1.42860,0.24140,2.80000,1.28000,1
palm,1.70000,0.15000,1.50000,0.17000,3.00000,1.48000,1
pan,1.37500,0.47500,1.25000,0.42000,3.00000,1.48000,1
pancake,2.00000,0.15000,1.44440,0.22560,3.00000,1.48000,1
panel,1.28570,0.56430,1.28570,0.38430,2.80000,1.28000,1
panels,1.28570,0.56430,1.28570,0.38430,2.80000,1.28000,1
pang,1.16670,0.68330,1.66670,0.00330,1.20000,0.32000,1
panic,1.25000,0.60000,2.58330,0.91330,2.20000,0.68000,1
pant,1.70000,0.15000,2.20000,0.53000,2.40000,0.88000,1
panted,1.66670,0.18330,2.33330,0.66330,1.80000,0.28000,1
papa,2.40000,0.55000,1.70000,0.03000,2.60000,1.08000,1
papa�s,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
paper,1.28570,0.56430,1.42860,0.24140,3.00000,1.48000,1
paperback,2.00000,0.15000,1.63640,0.03360,3.00000,1.48000,1
papers,1.25000,0.60000,1.25000,0.42000,3.00000,1.48000,1
par,1.66670,0.18330,1.44440,0.22560,1.20000,0.32000,1
parachute,2.23080,0.38080,2.38460,0.71460,3.00000,1.48000,1
parachuting,1.62500,0.22500,2.87500,1.20500,3.00000,1.48000,1
parade,2.42860,0.57860,2.57140,0.90140,3.00000,1.48000,1
paradise,2.60000,0.75000,2.40000,0.73000,3.00000,1.48000,1
paradoxically,1.45450,0.39550,1.72730,0.05730,1.20000,0.32000,1
paragraph,1.45450,0.39550,1.54550,0.12450,2.40000,0.88000,1
paragraphs,1.30000,0.55000,1.20000,0.47000,2.60000,1.08000,1
parallel,1.50000,0.35000,1.30000,0.37000,3.00000,1.48000,1
paralysis,1.20000,0.65000,1.50000,0.17000,1.80000,0.28000,1
parcel,2.00000,0.15000,1.60000,0.07000,2.60000,1.08000,1
parcels,1.85710,0.00710,1.28570,0.38430,2.60000,1.08000,1
parent,2.44440,0.59440,2.00000,0.33000,3.00000,1.48000,1
parenting,2.25000,0.40000,2.62500,0.95500,1.60000,0.08000,1
parents,2.57140,0.72140,1.85710,0.18710,3.00000,1.48000,1
parents�,0.00000,1.85000,0.00000,1.67000,0.00000,1.52000,0
parish,1.80000,0.05000,2.00000,0.33000,2.60000,1.08000,1
park,2.11110,0.26110,1.55560,0.11440,2.80000,1.28000,1
parked,1.25000,0.60000,1.87500,0.20500,2.80000,1.28000,1
parker,1.33330,0.51670,1.55560,0.11440,1.60000,0.08000,1
parking,1.28570,0.56430,2.14290,0.47290,2.40000,0.88000,1
parks,2.20000,0.35000,1.60000,0.07000,3.00000,1.48000,1
parliament,1.00000,0.85000,1.57140,0.09860,2.60000,1.08000,1
parlor,1.50000,0.35000,1.25000,0.42000,2.60000,1.08000,1
parochial,1.36360,0.48640,1.63640,0.03360,1.40000,0.12000,1
part,1.33330,0.51670,1.44440,0.22560,1.60000,0.08000,1
part-time,1.44440,0.40560,2.00000,0.33000,1.60000,0.08000,1
partial,1.37500,0.47500,1.50000,0.17000,1.60000,0.08000,1
partially,1.44440,0.40560,1.33330,0.33670,1.60000,0.08000,1
participate,2.33330,0.48330,2.66670,0.99670,1.60000,0.08000,1
participated,2.11110,0.26110,2.33330,0.66330,1.60000,0.08000,1
participating,2.33330,0.48330,2.75000,1.08000,1.60000,0.08000,1
participation,2.20000,0.35000,2.60000,0.93000,1.60000,0.08000,1
particle,1.54550,0.30450,1.81820,0.14820,1.60000,0.08000,1
particles,1.44440,0.40560,1.88890,0.21890,1.60000,0.08000,1
particular,1.44440,0.40560,1.44440,0.22560,1.40000,0.12000,1
particularly,1.37500,0.47500,1.50000,0.17000,1.40000,0.12000,1
partied,2.60000,0.75000,2.70000,1.03000,2.20000,0.68000,1
parties,2.71430,0.86430,2.71430,1.04430,2.20000,0.68000,1
partisan,1.45450,0.39550,1.90910,0.23910,1.60000,0.08000,1
partly,1.50000,0.35000,1.37500,0.29500,1.00000,0.52000,1
partner,2.55560,0.70560,1.66670,0.00330,2.20000,0.68000,1
partners,2.62500,0.77500,1.62500,0.04500,2.20000,0.68000,1
partnership,2.50000,0.65000,1.75000,0.08000,1.60000,0.08000,1
partridge,1.57140,0.27860,1.57140,0.09860,2.20000,0.68000,1
parts,1.66670,0.18330,1.75000,0.08000,2.20000,0.68000,1
party,2.50000,0.65000,2.75000,1.08000,2.60000,1.08000,1
partying,2.42860,0.57860,2.85710,1.18710,2.40000,0.88000,1
pass,1.62500,0.22500,2.00000,0.33000,2.20000,0.68000,1
